(0, {'lat': 14.576605856079937, 'lon': 120.95449447631837})
(33, {'lat': 14.579762416373141, 'lon': 121.00170135498048})
(34, {'lat': 14.579762416373141, 'lon': 121.00479125976564})
(35, {'lat': 14.579762416373141, 'lon': 121.00805282592775})
(36, {'lat': 14.582918931434403, 'lon': 120.95449447631837})
(37, {'lat': 14.582918931434403, 'lon': 120.95758438110353})
(38, {'lat': 14.582918931434403, 'lon': 120.96084594726564})
(39, {'lat': 14.582918931434403, 'lon': 120.9639358520508})
(40, {'lat': 14.582918931434403, 'lon': 120.96702575683595})
(41, {'lat': 14.582918931434403, 'lon': 120.97028732299806})
(42, {'lat': 14.582918931434403, 'lon': 120.97337722778322})
(43, {'lat': 14.582918931434403, 'lon': 120.97646713256837})
(44, {'lat': 14.582918931434403, 'lon': 120.97972869873048})
(45, {'lat': 14.582918931434403, 'lon': 120.98281860351564})
(46, {'lat': 14.582918931434403, 'lon': 120.9859085083008})
(47, {'lat': 14.582918931434403, 'lon': 120.9891700744629})
(49, {'lat': 14.582918931434403, 'lon': 120.99534988403322})
(50, {'lat': 14.582918931434403, 'lon': 120.99861145019533})
(51, {'lat': 14.582918931434403, 'lon': 121.00170135498048})
(52, {'lat': 14.582918931434403, 'lon': 121.00479125976564})
(53, {'lat': 14.582918931434403, 'lon': 121.00805282592775})
(54, {'lat': 14.586075401254794, 'lon': 120.95449447631837})
(55, {'lat': 14.586075401254794, 'lon': 120.95758438110353})
(56, {'lat': 14.586075401254794, 'lon': 120.96084594726564})
(57, {'lat': 14.586075401254794, 'lon': 120.9639358520508})
(58, {'lat': 14.586075401254794, 'lon': 120.96702575683595})
(59, {'lat': 14.586075401254794, 'lon': 120.97028732299806})
(60, {'lat': 14.586075401254794, 'lon': 120.97337722778322})
(61, {'lat': 14.586075401254794, 'lon': 120.97646713256837})
(62, {'lat': 14.586075401254794, 'lon': 120.97972869873048})
(63, {'lat': 14.586075401254794, 'lon': 120.98281860351564})
(64, {'lat': 14.586075401254794, 'lon': 120.9859085083008})
(65, {'lat': 14.586075401254794, 'lon': 120.9891700744629})
(67, {'lat': 14.586075401254794, 'lon': 120.99534988403322})
(68, {'lat': 14.586075401254794, 'lon': 120.99861145019533})
(69, {'lat': 14.586075401254794, 'lon': 121.00170135498048})
(70, {'lat': 14.586075401254794, 'lon': 121.00479125976564})
(71, {'lat': 14.586075401254794, 'lon': 121.00805282592775})
(72, {'lat': 14.589231825825383, 'lon': 120.95449447631837})
(73, {'lat': 14.589231825825383, 'lon': 120.95758438110353})
(74, {'lat': 14.589231825825383, 'lon': 120.96084594726564})
(75, {'lat': 14.589231825825383, 'lon': 120.9639358520508})
(76, {'lat': 14.589231825825383, 'lon': 120.96702575683595})
(77, {'lat': 14.589231825825383, 'lon': 120.97028732299806})
(78, {'lat': 14.589231825825383, 'lon': 120.97337722778322})
(79, {'lat': 14.589231825825383, 'lon': 120.97646713256837})
(80, {'lat': 14.589231825825383, 'lon': 120.97972869873048})
(81, {'lat': 14.589231825825383, 'lon': 120.98281860351564})
(82, {'lat': 14.589231825825383, 'lon': 120.9859085083008})
(83, {'lat': 14.589231825825383, 'lon': 120.9891700744629})
(85, {'lat': 14.589231825825383, 'lon': 120.99534988403322})
(86, {'lat': 14.589231825825383, 'lon': 120.99861145019533})
(87, {'lat': 14.589231825825383, 'lon': 121.00170135498048})
(88, {'lat': 14.589231825825383, 'lon': 121.00479125976564})
(89, {'lat': 14.589231825825383, 'lon': 121.00805282592775})
(90, {'lat': 14.592388205137226, 'lon': 120.95449447631837})
(91, {'lat': 14.592388205137226, 'lon': 120.95758438110353})
(92, {'lat': 14.592388205137226, 'lon': 120.96084594726564})
(93, {'lat': 14.592388205137226, 'lon': 120.9639358520508})
(94, {'lat': 14.592388205137226, 'lon': 120.96702575683595})
(95, {'lat': 14.592388205137226, 'lon': 120.97028732299806})
(96, {'lat': 14.592388205137226, 'lon': 120.97337722778322})
(97, {'lat': 14.592388205137226, 'lon': 120.97646713256837})
(98, {'lat': 14.592388205137226, 'lon': 120.97972869873048})
(99, {'lat': 14.592388205137226, 'lon': 120.98281860351564})
(100, {'lat': 14.592388205137226, 'lon': 120.9859085083008})
(101, {'lat': 14.592388205137226, 'lon': 120.9891700744629})
(103, {'lat': 14.592388205137226, 'lon': 120.99534988403322})
(104, {'lat': 14.592388205137226, 'lon': 120.99861145019533})
(105, {'lat': 14.592388205137226, 'lon': 121.00170135498048})
(106, {'lat': 14.592388205137226, 'lon': 121.00479125976564})
(107, {'lat': 14.592388205137226, 'lon': 121.00805282592775})
(108, {'lat': 14.595544539181404, 'lon': 120.95449447631837})
(109, {'lat': 14.595544539181404, 'lon': 120.95758438110353})
(110, {'lat': 14.595544539181404, 'lon': 120.96084594726564})
(111, {'lat': 14.595544539181404, 'lon': 120.9639358520508})
(112, {'lat': 14.595544539181404, 'lon': 120.96702575683595})
(113, {'lat': 14.595544539181404, 'lon': 120.97028732299806})
(114, {'lat': 14.595544539181404, 'lon': 120.97337722778322})
(115, {'lat': 14.595544539181404, 'lon': 120.97646713256837})
(116, {'lat': 14.595544539181404, 'lon': 120.97972869873048})
(117, {'lat': 14.595544539181404, 'lon': 120.98281860351564})
(118, {'lat': 14.595544539181404, 'lon': 120.9859085083008})
(119, {'lat': 14.595544539181404, 'lon': 120.9891700744629})
(120, {'lat': 14.595544539181404, 'lon': 120.99225997924806})
(121, {'lat': 14.595544539181404, 'lon': 120.99534988403322})
(122, {'lat': 14.595544539181404, 'lon': 120.99861145019533})
(123, {'lat': 14.595544539181404, 'lon': 121.00170135498048})
(124, {'lat': 14.595544539181404, 'lon': 121.00479125976564})
(125, {'lat': 14.595544539181404, 'lon': 121.00805282592775})
(126, {'lat': 14.598534708616437, 'lon': 120.95449447631837})
(127, {'lat': 14.598534708616437, 'lon': 120.95758438110353})
(128, {'lat': 14.598534708616437, 'lon': 120.96084594726564})
(129, {'lat': 14.598534708616437, 'lon': 120.9639358520508})
(130, {'lat': 14.598534708616437, 'lon': 120.96702575683595})
(131, {'lat': 14.598534708616437, 'lon': 120.97028732299806})
(132, {'lat': 14.598534708616437, 'lon': 120.97337722778322})
(133, {'lat': 14.598534708616437, 'lon': 120.97646713256837})
(134, {'lat': 14.598534708616437, 'lon': 120.97972869873048})
(135, {'lat': 14.598534708616437, 'lon': 120.98281860351564})
(136, {'lat': 14.598534708616437, 'lon': 120.9859085083008})
(137, {'lat': 14.598534708616437, 'lon': 120.9891700744629})
(138, {'lat': 14.598534708616437, 'lon': 120.99225997924806})
(139, {'lat': 14.598534708616437, 'lon': 120.99534988403322})
(140, {'lat': 14.598534708616437, 'lon': 120.99861145019533})
(141, {'lat': 14.598534708616437, 'lon': 121.00170135498048})
(142, {'lat': 14.598534708616437, 'lon': 121.00479125976564})
(143, {'lat': 14.598534708616437, 'lon': 121.00805282592775})
(144, {'lat': 14.601690954482168, 'lon': 120.95449447631837})
(145, {'lat': 14.601690954482168, 'lon': 120.95758438110353})
(146, {'lat': 14.601690954482168, 'lon': 120.96084594726564})
(147, {'lat': 14.601690954482168, 'lon': 120.9639358520508})
(148, {'lat': 14.601690954482168, 'lon': 120.96702575683595})
(149, {'lat': 14.601690954482168, 'lon': 120.97028732299806})
(150, {'lat': 14.601690954482168, 'lon': 120.97337722778322})
(151, {'lat': 14.601690954482168, 'lon': 120.97646713256837})
(152, {'lat': 14.601690954482168, 'lon': 120.97972869873048})
(153, {'lat': 14.601690954482168, 'lon': 120.98281860351564})
(154, {'lat': 14.601690954482168, 'lon': 120.9859085083008})
(155, {'lat': 14.601690954482168, 'lon': 120.9891700744629})
(156, {'lat': 14.601690954482168, 'lon': 120.99225997924806})
(157, {'lat': 14.601690954482168, 'lon': 120.99534988403322})
(158, {'lat': 14.601690954482168, 'lon': 120.99861145019533})
(159, {'lat': 14.601690954482168, 'lon': 121.00170135498048})
(160, {'lat': 14.601690954482168, 'lon': 121.00479125976564})
(161, {'lat': 14.601690954482168, 'lon': 121.00805282592775})
(162, {'lat': 14.604847155053898, 'lon': 120.95449447631837})
(163, {'lat': 14.604847155053898, 'lon': 120.95758438110353})
(164, {'lat': 14.604847155053898, 'lon': 120.96084594726564})
(165, {'lat': 14.604847155053898, 'lon': 120.9639358520508})
(166, {'lat': 14.604847155053898, 'lon': 120.96702575683595})
(167, {'lat': 14.604847155053898, 'lon': 120.97028732299806})
(168, {'lat': 14.604847155053898, 'lon': 120.97337722778322})
(169, {'lat': 14.604847155053898, 'lon': 120.97646713256837})
(170, {'lat': 14.604847155053898, 'lon': 120.97972869873048})
(171, {'lat': 14.604847155053898, 'lon': 120.98281860351564})
(172, {'lat': 14.604847155053898, 'lon': 120.9859085083008})
(173, {'lat': 14.604847155053898, 'lon': 120.9891700744629})
(174, {'lat': 14.604847155053898, 'lon': 120.99225997924806})
(175, {'lat': 14.604847155053898, 'lon': 120.99534988403322})
(176, {'lat': 14.604847155053898, 'lon': 120.99861145019533})
(177, {'lat': 14.604847155053898, 'lon': 121.00170135498048})
(178, {'lat': 14.604847155053898, 'lon': 121.00479125976564})
(179, {'lat': 14.604847155053898, 'lon': 121.00805282592775})
(180, {'lat': 14.608003310322724, 'lon': 120.95449447631837})
(181, {'lat': 14.608003310322724, 'lon': 120.95758438110353})
(182, {'lat': 14.608003310322724, 'lon': 120.96084594726564})
(183, {'lat': 14.608003310322724, 'lon': 120.9639358520508})
(184, {'lat': 14.608003310322724, 'lon': 120.96702575683595})
(185, {'lat': 14.608003310322724, 'lon': 120.97028732299806})
(186, {'lat': 14.608003310322724, 'lon': 120.97337722778322})
(187, {'lat': 14.608003310322724, 'lon': 120.97646713256837})
(188, {'lat': 14.608003310322724, 'lon': 120.97972869873048})
(189, {'lat': 14.608003310322724, 'lon': 120.98281860351564})
(190, {'lat': 14.608003310322724, 'lon': 120.9859085083008})
(191, {'lat': 14.608003310322724, 'lon': 120.9891700744629})
(192, {'lat': 14.608003310322724, 'lon': 120.99225997924806})
(193, {'lat': 14.608003310322724, 'lon': 120.99534988403322})
(194, {'lat': 14.608003310322724, 'lon': 120.99861145019533})
(195, {'lat': 14.608003310322724, 'lon': 121.00170135498048})
(196, {'lat': 14.608003310322724, 'lon': 121.00479125976564})
(197, {'lat': 14.608003310322724, 'lon': 121.00805282592775})
(198, {'lat': 14.611159420279714, 'lon': 120.95449447631837})
(199, {'lat': 14.611159420279714, 'lon': 120.95758438110353})
(200, {'lat': 14.611159420279714, 'lon': 120.96084594726564})
(201, {'lat': 14.611159420279714, 'lon': 120.9639358520508})
(202, {'lat': 14.611159420279714, 'lon': 120.96702575683595})
(203, {'lat': 14.611159420279714, 'lon': 120.97028732299806})
(204, {'lat': 14.611159420279714, 'lon': 120.97337722778322})
(205, {'lat': 14.611159420279714, 'lon': 120.97646713256837})
(206, {'lat': 14.611159420279714, 'lon': 120.97972869873048})
(207, {'lat': 14.611159420279714, 'lon': 120.98281860351564})
(208, {'lat': 14.611159420279714, 'lon': 120.9859085083008})
(209, {'lat': 14.611159420279714, 'lon': 120.9891700744629})
(210, {'lat': 14.611159420279714, 'lon': 120.99225997924806})
(211, {'lat': 14.611159420279714, 'lon': 120.99534988403322})
(212, {'lat': 14.611159420279714, 'lon': 120.99861145019533})
(213, {'lat': 14.611159420279714, 'lon': 121.00170135498048})
(214, {'lat': 14.611159420279714, 'lon': 121.00479125976564})
(215, {'lat': 14.611159420279714, 'lon': 121.00805282592775})
(216, {'lat': 14.614315484915936, 'lon': 120.95449447631837})
(217, {'lat': 14.614315484915936, 'lon': 120.95758438110353})
(218, {'lat': 14.614315484915936, 'lon': 120.96084594726564})
(219, {'lat': 14.614315484915936, 'lon': 120.9639358520508})
(220, {'lat': 14.614315484915936, 'lon': 120.96702575683595})
(221, {'lat': 14.614315484915936, 'lon': 120.97028732299806})
(222, {'lat': 14.614315484915936, 'lon': 120.97337722778322})
(223, {'lat': 14.614315484915936, 'lon': 120.97646713256837})
(224, {'lat': 14.614315484915936, 'lon': 120.97972869873048})
(225, {'lat': 14.614315484915936, 'lon': 120.98281860351564})
(226, {'lat': 14.614315484915936, 'lon': 120.9859085083008})
(227, {'lat': 14.614315484915936, 'lon': 120.9891700744629})
(228, {'lat': 14.614315484915936, 'lon': 120.99225997924806})
(229, {'lat': 14.614315484915936, 'lon': 120.99534988403322})
(230, {'lat': 14.614315484915936, 'lon': 120.99861145019533})
(231, {'lat': 14.614315484915936, 'lon': 121.00170135498048})
(232, {'lat': 14.614315484915936, 'lon': 121.00479125976564})
(233, {'lat': 14.614315484915936, 'lon': 121.00805282592775})
(234, {'lat': 14.617471504222461, 'lon': 120.95449447631837})
(235, {'lat': 14.617471504222461, 'lon': 120.95758438110353})
(236, {'lat': 14.617471504222461, 'lon': 120.96084594726564})
(237, {'lat': 14.617471504222461, 'lon': 120.9639358520508})
(238, {'lat': 14.617471504222461, 'lon': 120.96702575683595})
(239, {'lat': 14.617471504222461, 'lon': 120.97028732299806})
(240, {'lat': 14.617471504222461, 'lon': 120.97337722778322})
(241, {'lat': 14.617471504222461, 'lon': 120.97646713256837})
(242, {'lat': 14.617471504222461, 'lon': 120.97972869873048})
(243, {'lat': 14.617471504222461, 'lon': 120.98281860351564})
(244, {'lat': 14.617471504222461, 'lon': 120.9859085083008})
(245, {'lat': 14.617471504222461, 'lon': 120.9891700744629})
(246, {'lat': 14.617471504222461, 'lon': 120.99225997924806})
(247, {'lat': 14.617471504222461, 'lon': 120.99534988403322})
(248, {'lat': 14.617471504222461, 'lon': 120.99861145019533})
(249, {'lat': 14.617471504222461, 'lon': 121.00170135498048})
(250, {'lat': 14.617471504222461, 'lon': 121.00479125976564})
(251, {'lat': 14.617471504222461, 'lon': 121.00805282592775})
(252, {'lat': 14.620627478190384, 'lon': 120.95449447631837})
(253, {'lat': 14.620627478190384, 'lon': 120.95758438110353})
(254, {'lat': 14.620627478190384, 'lon': 120.96084594726564})
(255, {'lat': 14.620627478190384, 'lon': 120.9639358520508})
(256, {'lat': 14.620627478190384, 'lon': 120.96702575683595})
(257, {'lat': 14.620627478190384, 'lon': 120.97028732299806})
(258, {'lat': 14.620627478190384, 'lon': 120.97337722778322})
(259, {'lat': 14.620627478190384, 'lon': 120.97646713256837})
(260, {'lat': 14.620627478190384, 'lon': 120.97972869873048})
(261, {'lat': 14.620627478190384, 'lon': 120.98281860351564})
(262, {'lat': 14.620627478190384, 'lon': 120.9859085083008})
(263, {'lat': 14.620627478190384, 'lon': 120.9891700744629})
(264, {'lat': 14.620627478190384, 'lon': 120.99225997924806})
(265, {'lat': 14.620627478190384, 'lon': 120.99534988403322})
(266, {'lat': 14.620627478190384, 'lon': 120.99861145019533})
(267, {'lat': 14.620627478190384, 'lon': 121.00170135498048})
(268, {'lat': 14.620627478190384, 'lon': 121.00479125976564})
(269, {'lat': 14.620627478190384, 'lon': 121.00805282592775})
(270, {'lat': 14.623783406810759, 'lon': 120.95449447631837})
(271, {'lat': 14.623783406810759, 'lon': 120.95758438110353})
(272, {'lat': 14.623783406810759, 'lon': 120.96084594726564})
(273, {'lat': 14.623783406810759, 'lon': 120.9639358520508})
(274, {'lat': 14.623783406810759, 'lon': 120.96702575683595})
(275, {'lat': 14.623783406810759, 'lon': 120.97028732299806})
(276, {'lat': 14.623783406810759, 'lon': 120.97337722778322})
(277, {'lat': 14.623783406810759, 'lon': 120.97646713256837})
(278, {'lat': 14.623783406810759, 'lon': 120.97972869873048})
(279, {'lat': 14.623783406810759, 'lon': 120.98281860351564})
(280, {'lat': 14.623783406810759, 'lon': 120.9859085083008})
(281, {'lat': 14.623783406810759, 'lon': 120.9891700744629})
(282, {'lat': 14.623783406810759, 'lon': 120.99225997924806})
(283, {'lat': 14.623783406810759, 'lon': 120.99534988403322})
(284, {'lat': 14.623783406810759, 'lon': 120.99861145019533})
(285, {'lat': 14.623783406810759, 'lon': 121.00170135498048})
(286, {'lat': 14.623783406810759, 'lon': 121.00479125976564})
(287, {'lat': 14.623783406810759, 'lon': 121.00805282592775})
(288, {'lat': 14.626939290074679, 'lon': 120.95449447631837})
(289, {'lat': 14.626939290074679, 'lon': 120.95758438110353})
(290, {'lat': 14.626939290074679, 'lon': 120.96084594726564})
(291, {'lat': 14.626939290074679, 'lon': 120.9639358520508})
(292, {'lat': 14.626939290074679, 'lon': 120.96702575683595})
(293, {'lat': 14.626939290074679, 'lon': 120.97028732299806})
(294, {'lat': 14.626939290074679, 'lon': 120.97337722778322})
(295, {'lat': 14.626939290074679, 'lon': 120.97646713256837})
(296, {'lat': 14.626939290074679, 'lon': 120.97972869873048})
(297, {'lat': 14.626939290074679, 'lon': 120.98281860351564})
(298, {'lat': 14.626939290074679, 'lon': 120.9859085083008})
(299, {'lat': 14.626939290074679, 'lon': 120.9891700744629})
|
(0, 18, {u'route_id': 5, u'road_path': [3394895539], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(0, 2, {u'route_id': 5, u'road_path': [3394895539, 1132151272, 1132147226, 3224793721, 637447017, 1132151231, 1132147295, 1132147209, 637447360, 637447364, 637447368, 3734191312, 637447499, 637447544, 634202272, 335620125, 1326177741, 163748120, 163748073, 163748074, 335620079, 26032689, 26032680, 26030601, 26030597, 55561657, 616061273, 3199908408, 243973614, 243973615, 243973616, 3199907706], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(1, 3, {u'route_id': 8, u'road_path': [3199907706, 3199907687, 163749366, 163748985, 21590491, 3403138105, 21590492, 26030603, 243974755, 2018584651, 26030584, 163741741, 163742591, 990064607, 163742592, 1326177748, 3746154280, 335620125, 634202272, 637447544, 637447499, 3734191312, 637447368, 637447364, 637447360, 1132147209, 1132147295, 1132151231, 637447017, 3224793721, 1132147226, 1132151272, 3394895539], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(1, 2, {u'route_id': 4, u'road_path': [3199907706, 3199907687, 163749366, 163748985, 21590491, 3403138105, 21590492, 26030603, 243974755, 2018584651, 26030584, 163741741, 163742591, 990064607, 163742592, 1326177748, 3746154280, 335620125, 634202272, 637447544, 637447499, 3734191312, 637447368, 637447364, 637447360, 1132147209, 1132147295, 1132151231, 637447017, 3224793721, 1132147226, 1132151272, 3394895539], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(1, 19, {u'route_id': 9, u'road_path': [3394895539], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(1, 126, {u'route_id': 9, u'road_path': [3394895539, 1132151272, 1132147226, 3224793721, 637447017, 1132151231, 1132147295, 1132147209, 637447360, 637447364, 637447368, 3734191312, 637447499, 637447544, 634202272, 335620125, 3746154280, 1326177748, 163742592, 990064607, 163742591, 394290402, 26032627, 159490572, 1214437728, 134598611, 31460429, 134605700, 161609071, 31460561, 800024694], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(2, 20, {u'route_id': 9, u'road_path': [3199907706, 3199907687, 163749366, 163748985, 21590491, 3403138105, 21590492, 26030603, 243974755, 2018584651, 26030584, 163741741, 163742591, 990064607, 163742592, 1326177748, 3746154280, 335620125, 634202272, 637447544, 637447499, 3734191312, 637447368, 637447364, 637447360, 1132147209, 1132147295, 1132151231, 637447017, 3224793721, 1132147226, 1132151272], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(2, 5, {u'route_id': 6, u'road_path': [973502452, 3998728571, 3199833915, 3199833916, 243973244, 3202651574, 12067342, 3403138097, 3403138105, 243973614, 243973615, 243973616, 3199907706], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(2, 4, {u'route_id': 9, u'road_path': [3199907706], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(3, 21, {u'route_id': 8, u'road_path': [3199907706], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(4, 6, {u'route_id': 5, u'road_path': [3998728571, 3199833915, 3199833916, 243973244, 3202651574, 12067342, 3403138097, 3403138105, 243973614, 243973615, 243973616, 3199907706], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(4, 22, {u'route_id': 9, u'road_path': [3199907706], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(4, 5, {u'route_id': 6, u'road_path': [3199907706, 3199907687, 163749366, 163748985, 21590491, 21590497, 3199833842, 2950134809, 973502452], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(5, 23, {u'route_id': 9, u'road_path': [973502452, 3998728571, 3199833915, 3199833916, 243973244, 3202651574, 12067342, 3403138097, 3403138105, 243973614, 243973615, 243973616, 3199907706], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(5, 11, {u'route_id': 7, u'road_path': [973502452, 3998728571, 3199833915, 3199833916, 243973244, 3202651574, 1038058923, 33444788, 27499436, 26498411, 3202838536, 191593025, 117101805, 34012968, 311886578, 34011583, 21458468, 55554364], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(5, 7, {u'route_id': 9, u'road_path': [279672296, 279672297, 21720759, 3202752604, 3202651584, 3202651574, 12067342, 21590497, 3199833842, 2950134809, 973502452], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(6, 24, {u'route_id': 5, u'road_path': [2950134809, 973502452, 3998728571], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(7, 8, {u'route_id': 6, u'road_path': [279672296, 1020278535, 1020278556, 1020278940], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(7, 25, {u'route_id': 9, u'road_path': [4393408027, 3199833915, 3199833916, 243973244, 3199833787, 3202651585, 3202651965, 26032762, 1020279307, 26032777, 21721232, 243973009, 243973010, 243973011, 243973012, 243973013, 279672296], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(7, 9, {u'route_id': 7, u'road_path': [279672162, 279672161, 34012966, 26032767, 316966616, 1020278940, 1020278556, 243973013, 279672296], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(8, 17, {u'route_id': 5, u'road_path': [1020278940, 1067685905, 279672198, 26032770, 279672161, 279672162, 279672188, 25526952, 260211894, 33956045, 260211880, 33956163, 34012941, 34011583, 21458468, 55554364, 33956685, 33956692, 33956701, 33956010, 33956002, 33956697, 4626968273, 4620935565, 25353413, 25353227, 729234290, 2191971322, 1437699083, 158221185, 141467128, 311889013, 141437609, 141437570, 303691759, 158220941, 158220847, 2817896802, 2817896804, 303691729, 2892638411, 32547387, 32547386, 1669669752, 32547384, 136895888], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(8, 26, {u'route_id': 9, u'road_path': [1020278940, 1020278556, 400707380, 316966617, 316966618, 279672195, 1020278300, 21720764, 1020321716], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(8, 10, {u'route_id': 9, u'road_path': [260211880, 33956034, 33956046, 260211891, 33956025, 1302744521, 21721235, 21721236, 170828317, 26032773, 279672199, 279672198, 316966616, 1020278940], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(9, 11, {u'route_id': 4, u'road_path': [279672162, 279672188, 25526952, 260211894, 33956045, 260211880, 33956163, 34012941, 34011583, 21458468, 55554364], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(9, 27, {u'route_id': 7, u'road_path': [117110461, 2192028213, 2192028218, 279672162], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(10, 11, {u'route_id': 6, u'road_path': [260211880, 33956163, 34012941, 34011583, 21458468, 55554364], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(10, 28, {u'route_id': 9, u'road_path': [34012968, 311886578, 34011583, 34011581, 34011582, 33956176, 33956168, 33956012, 33956034, 260211880], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(11, 29, {u'route_id': 9, u'road_path': [55554364, 33956668, 33957032, 33957033, 33957034], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(11, 13, {u'route_id': 8, u'road_path': [55554364, 33956685, 33956702, 2266208801, 2517100635, 2266208799, 2266248605, 1293376121, 1293376141, 252166889, 1293376110, 151044964, 151044936], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(13, 15, {u'route_id': 7, u'road_path': [141437567, 141467083, 141467082, 1293324239, 1293324241, 665695534, 151054368, 1669636044, 136904269, 345035370, 528595602, 311889340, 729234233, 25353227, 4627011198, 21717829, 313857290, 151044909, 151044852, 151045032, 151044936], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(13, 14, {u'route_id': 9, u'road_path': [151044936, 151045032, 151044852, 1441723789, 141466356, 2517100590, 25353413, 25353227, 729234290, 2191971322, 1437699083, 158221185, 141467128, 141467150, 303691760, 141467200, 141467207], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(13, 31, {u'route_id': 9, u'road_path': [400706109, 34010347, 33956156, 1293376128, 34010134, 1293376110, 151044964, 151044936], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(14, 32, {u'route_id': 9, u'road_path': [141467207, 141467200, 303691760, 141467150, 141467128, 158221185, 1437699083, 1437699061, 313857052, 313856942, 313856943, 34010342], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(14, 16, {u'route_id': 8, u'road_path': [141467207, 141467244, 141467063, 141467152, 141467081, 141467082, 1293324239, 1669636055, 1669636058, 1669636066, 1669636069, 141466939, 141466923, 141466921, 141466900], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(15, 33, {u'route_id': 7, u'road_path': [2817896807, 311889014, 1293342128, 311889013, 141437609, 141437570, 303691759, 303691755, 141467121, 141467096, 141437567], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(16, 17, {u'route_id': 9, u'road_path': [141466900, 141466901, 141467008, 141467005, 141467019, 1669669751, 141467039, 136895888], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(16, 34, {u'route_id': 9, u'road_path': [303691729, 2892638411, 2876171417, 141467008, 141466901, 141466900], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(17, 35, {u'route_id': 9, u'road_path': [136895888, 32547384, 1669669752, 1669669754, 1671448060, 136894332, 156723646], u'lat_long_road_path': [[14.5888203, 120.960145]]})
